problema,malha,tamanho_da_malha,numero_defeitos,LOC,cobertura_condicao,requisitos_cobertos_condicao,total_de_requistos_condicao,cobertura_decisao,requisitos_cobertos_decisao,total_de_requistos_decisao,cobertura_mcdc,requisitos_cobertos_mcdc,total_de_requistos_mcdc,numero_de_condicoes
Problem10,malha1,38,5,701,43,1009,2317,43,184,421,16,230,1369,5
Problem10,malha2,2584,15,701,77,1802,2317,77,326,421,50,696,1369,5
Problem10,malha3,173166,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,38,3,1186,37,1460,3866,38,227,588,12,275,2227,7
Problem11,malha2,2584,15,1186,62,2398,3866,62,365,588,32,718,2227,7
Problem11,malha3,173166,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,38,0,5537,35,5539,15566,36,815,2254,10,894,8910,5
Problem12,malha2,2584,16,5537,80,12557,15566,76,1723,2254,46,4166,8910,5
Problem12,malha3,173166,25,5537,90,14155,15566,96,2179,2254,72,6480,8910,5
Problem10,malha1,92,8,701,64,1502,2317,57,242,421,28,390,1369,5
Problem10,malha2,8832,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,839132,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,92,7,1186,45,1761,3866,44,259,588,16,366,2227,7
Problem11,malha2,8832,15,1186,63,2446,3866,62,370,588,32,730,2227,7
Problem11,malha3,839132,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,92,1,5537,37,5870,15566,35,810,2254,10,974,8910,5
Problem12,malha2,8832,24,5537,88,13751,15566,91,2071,2254,64,5734,8910,5
Problem12,malha3,839132,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,93,8,701,58,1356,2317,51,218,421,24,330,1369,5
Problem10,malha2,7347,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,573159,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,93,6,1186,43,1679,3866,42,252,588,15,349,2227,7
Problem11,malha2,7347,15,1186,63,2443,3866,62,370,588,32,726,2227,7
Problem11,malha3,573159,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,93,0,5537,39,6137,15566,37,839,2254,11,1014,8910,5
Problem12,malha2,7347,24,5537,87,13597,15566,90,2037,2254,62,5588,8910,5
Problem12,malha3,573159,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,58,4,701,45,1060,2317,44,186,421,17,239,1369,5
Problem10,malha2,812,13,701,75,1758,2317,73,308,421,45,625,1369,5
Problem10,malha3,10614,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,58,5,1186,34,1323,3866,38,229,588,12,286,2227,7
Problem11,malha2,812,12,1186,57,2211,3866,56,332,588,27,609,2227,7
Problem11,malha3,10614,15,1186,63,2438,3866,62,370,588,32,728,2227,7
Problem12,malha1,58,1,5537,39,6198,15566,35,800,2254,10,927,8910,5
Problem12,malha2,812,8,5537,68,10643,15566,57,1293,2254,28,2499,8910,5
Problem12,malha3,10614,24,5537,88,13835,15566,93,2107,2254,66,5936,8910,5
Problem10,malha1,65,4,701,54,1254,2317,46,196,421,20,274,1369,5
Problem10,malha2,3120,15,701,77,1807,2317,77,328,421,51,704,1369,5
Problem10,malha3,146705,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,65,6,1186,42,1643,3866,43,254,588,15,344,2227,7
Problem11,malha2,3120,15,1186,63,2440,3866,62,370,588,32,727,2227,7
Problem11,malha3,146705,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,65,0,5537,38,6028,15566,35,800,2254,10,945,8910,5
Problem12,malha2,3120,19,5537,82,12787,15566,79,1791,2254,50,4460,8910,5
Problem12,malha3,146705,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,7,1,701,34,794,2317,37,156,421,12,167,1369,5
Problem10,malha2,434,14,701,73,1698,2317,69,294,421,41,562,1369,5
Problem10,malha3,26481,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,7,1,1186,19,751,3866,26,153,588,7,162,2227,7
Problem11,malha2,434,11,1186,55,2148,3866,54,318,588,25,571,2227,7
Problem11,malha3,26481,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,7,1,5537,19,3038,15566,31,711,2254,8,722,8910,5
Problem12,malha2,434,7,5537,62,9726,15566,48,1101,2254,20,1818,8910,5
Problem12,malha3,26481,25,5537,90,14090,15566,96,2179,2254,71,6381,8910,5
Problem10,malha1,63,6,701,52,1227,2317,48,204,421,20,284,1369,5
Problem10,malha2,2835,15,701,77,1806,2317,77,328,421,51,703,1369,5
Problem10,malha3,124803,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,63,5,1186,43,1674,3866,42,249,588,15,346,2227,7
Problem11,malha2,2835,14,1186,61,2389,3866,61,361,588,31,696,2227,7
Problem11,malha3,124803,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,63,1,5537,33,5211,15566,35,811,2254,10,924,8910,5
Problem12,malha2,2835,13,5537,80,12569,15566,75,1711,2254,46,4179,8910,5
Problem12,malha3,124803,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,97,7,701,53,1244,2317,49,208,421,21,300,1369,5
Problem10,malha2,9118,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,848071,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,97,8,1186,48,1875,3866,47,281,588,19,425,2227,7
Problem11,malha2,9118,15,1186,63,2445,3866,62,370,588,32,730,2227,7
Problem11,malha3,848071,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,97,2,5537,41,6398,15566,36,828,2254,11,1031,8910,5
Problem12,malha2,9118,25,5537,88,13754,15566,92,2087,2254,64,5764,8910,5
Problem12,malha3,848071,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,98,4,701,59,1379,2317,50,212,421,22,310,1369,5
Problem10,malha2,7252,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,529494,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,98,7,1186,45,1761,3866,45,269,588,17,400,2227,7
Problem11,malha2,7252,15,1186,62,2402,3866,62,370,588,32,721,2227,7
Problem11,malha3,529494,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,98,2,5537,38,5978,15566,37,846,2254,11,989,8910,5
Problem12,malha2,7252,23,5537,87,13624,15566,90,2029,2254,62,5552,8910,5
Problem12,malha3,529494,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,70,4,701,54,1268,2317,47,200,421,20,280,1369,5
Problem10,malha2,2800,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,109270,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,70,7,1186,44,1721,3866,44,264,588,17,382,2227,7
Problem11,malha2,2800,15,1186,62,2422,3866,62,370,588,32,723,2227,7
Problem11,malha3,109270,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,70,1,5537,36,5750,15566,35,805,2254,10,917,8910,5
Problem12,malha2,2800,16,5537,80,12571,15566,77,1739,2254,47,4227,8910,5
Problem12,malha3,109270,25,5537,90,14154,15566,96,2179,2254,72,6481,8910,5
Problem10,malha1,24,4,701,46,1066,2317,44,186,421,16,231,1369,5
Problem10,malha2,144,6,701,61,1425,2317,54,230,421,26,369,1369,5
Problem10,malha3,744,15,701,75,1754,2317,75,318,421,46,635,1369,5
Problem11,malha1,24,4,1186,28,1106,3866,35,210,588,10,237,2227,7
Problem11,malha2,144,8,1186,45,1769,3866,46,276,588,18,420,2227,7
Problem11,malha3,744,11,1186,58,2272,3866,56,332,588,27,602,2227,7
Problem12,malha1,24,0,5537,22,3476,15566,32,734,2254,8,771,8910,5
Problem12,malha2,144,3,5537,50,7806,15566,41,928,2254,13,1244,8910,5
Problem12,malha3,744,6,5537,67,10434,15566,55,1255,2254,26,2364,8910,5
Problem10,malha1,71,4,701,56,1300,2317,50,212,421,22,313,1369,5
Problem10,malha2,5467,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,415563,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,71,6,1186,40,1584,3866,42,251,588,15,345,2227,7
Problem11,malha2,5467,15,1186,62,2427,3866,62,370,588,32,724,2227,7
Problem11,malha3,415563,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,71,0,5537,40,6271,15566,36,833,2254,10,955,8910,5
Problem12,malha2,5467,18,5537,85,13307,15566,86,1951,2254,58,5208,8910,5
Problem12,malha3,415563,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
