problema,malha,tamanho_da_malha,numero_defeitos,LOC,cobertura_condicao,requisitos_cobertos_condicao,total_de_requistos_condicao,cobertura_decisao,requisitos_cobertos_decisao,total_de_requistos_decisao,cobertura_mcdc,requisitos_cobertos_mcdc,total_de_requistos_mcdc,numero_de_condicoes
Problem11,malha1,34,5,1186,31,1213,3866,38,225,588,11,263,2227,7
Problem11,malha2,2754,15,1186,62,2421,3866,62,370,588,32,721,2227,7
Problem11,malha3,223074,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,34,0,5537,28,4410,15566,34,785,2254,9,835,8910,5
Problem12,malha2,2754,17,5537,80,12541,15566,77,1751,2254,47,4242,8910,5
Problem12,malha3,223074,25,5537,90,14155,15566,96,2179,2254,72,6481,8910,5
Problem10,malha1,5,2,701,21,504,2317,32,136,421,10,141,1369,5
Problem10,malha2,60,5,701,57,1335,2317,48,204,421,21,295,1369,5
Problem10,malha3,720,13,701,75,1745,2317,72,306,421,44,608,1369,5
Problem11,malha1,5,1,1186,15,594,3866,21,129,588,6,137,2227,7
Problem11,malha2,60,4,1186,41,1623,3866,41,244,588,15,336,2227,7
Problem11,malha3,720,12,1186,56,2175,3866,55,328,588,26,588,2227,7
Problem12,malha1,5,0,5537,14,2273,15566,23,520,2254,5,528,8910,5
Problem12,malha2,60,1,5537,37,5874,15566,36,829,2254,10,931,8910,5
Problem12,malha3,720,6,5537,68,10725,15566,56,1284,2254,27,2470,8910,5
Problem10,malha1,55,4,701,50,1181,2317,45,192,421,18,255,1369,5
Problem10,malha2,4015,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,293095,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,55,4,1186,42,1657,3866,40,241,588,14,312,2227,7
Problem11,malha2,4015,15,1186,61,2389,3866,62,370,588,32,716,2227,7
Problem11,malha3,293095,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,55,1,5537,38,5932,15566,36,831,2254,10,936,8910,5
Problem12,malha2,4015,17,5537,84,13107,15566,82,1857,2254,53,4753,8910,5
Problem12,malha3,293095,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,51,5,701,50,1175,2317,47,198,421,19,264,1369,5
Problem10,malha2,1479,15,701,77,1800,2317,77,328,421,50,693,1369,5
Problem10,malha3,42891,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,51,6,1186,36,1396,3866,40,240,588,13,304,2227,7
Problem11,malha2,1479,13,1186,60,2346,3866,60,358,588,30,680,2227,7
Problem11,malha3,42891,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,51,1,5537,36,5655,15566,36,822,2254,10,917,8910,5
Problem12,malha2,1479,13,5537,74,11642,15566,66,1505,2254,36,3291,8910,5
Problem12,malha3,42891,25,5537,90,14127,15566,96,2179,2254,72,6422,8910,5
Problem10,malha1,88,5,701,57,1338,2317,49,210,421,22,302,1369,5
Problem10,malha2,5016,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,285912,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,88,7,1186,44,1705,3866,44,263,588,16,365,2227,7
Problem11,malha2,5016,15,1186,61,2389,3866,62,368,588,32,713,2227,7
Problem11,malha3,285912,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,88,2,5537,39,6216,15566,37,849,2254,11,1001,8910,5
Problem12,malha2,5016,21,5537,84,13176,15566,85,1917,2254,56,4999,8910,5
Problem12,malha3,285912,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,37,5,701,47,1089,2317,45,192,421,18,248,1369,5
Problem10,malha2,2516,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,171088,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,37,4,1186,38,1497,3866,39,234,588,13,301,2227,7
Problem11,malha2,2516,15,1186,61,2386,3866,62,368,588,31,709,2227,7
Problem11,malha3,171088,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,37,1,5537,32,5132,15566,34,777,2254,9,845,8910,5
Problem12,malha2,2516,14,5537,80,12466,15566,75,1711,2254,46,4110,8910,5
Problem12,malha3,171088,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,99,6,701,59,1390,2317,52,222,421,25,345,1369,5
Problem10,malha2,5247,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,278091,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,99,5,1186,43,1676,3866,42,247,588,15,345,2227,7
Problem11,malha2,5247,15,1186,62,2431,3866,62,370,588,32,719,2227,7
Problem11,malha3,278091,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,99,1,5537,45,7149,15566,38,877,2254,12,1086,8910,5
Problem12,malha2,5247,21,5537,85,13339,15566,86,1943,2254,57,5137,8910,5
Problem12,malha3,278091,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,47,5,701,45,1059,2317,44,188,421,17,240,1369,5
Problem10,malha2,4183,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,372287,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,47,6,1186,42,1657,3866,41,243,588,14,330,2227,7
Problem11,malha2,4183,15,1186,62,2399,3866,62,370,588,32,717,2227,7
Problem11,malha3,372287,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,47,0,5537,35,5518,15566,36,814,2254,10,894,8910,5
Problem12,malha2,4183,14,5537,82,12871,15566,80,1821,2254,52,4638,8910,5
Problem12,malha3,372287,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,9,1,701,30,718,2317,37,156,421,12,165,1369,5
Problem10,malha2,477,13,701,72,1669,2317,68,288,421,39,538,1369,5
Problem10,malha3,25281,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,9,0,1186,14,558,3866,19,117,588,5,120,2227,7
Problem11,malha2,477,12,1186,56,2171,3866,55,326,588,26,581,2227,7
Problem11,malha3,25281,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,9,0,5537,22,3579,15566,33,753,2254,8,765,8910,5
Problem12,malha2,477,3,5537,61,9565,15566,49,1120,2254,21,1891,8910,5
Problem12,malha3,25281,25,5537,90,14090,15566,96,2173,2254,71,6329,8910,5
Problem10,malha1,52,4,701,52,1217,2317,48,204,421,20,287,1369,5
Problem10,malha2,1196,15,701,77,1790,2317,77,326,421,50,687,1369,5
Problem10,malha3,27508,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,52,5,1186,39,1538,3866,42,250,588,14,331,2227,7
Problem11,malha2,1196,15,1186,60,2338,3866,60,357,588,30,683,2227,7
Problem11,malha3,27508,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,52,1,5537,39,6115,15566,35,806,2254,10,934,8910,5
Problem12,malha2,1196,13,5537,71,11099,15566,62,1419,2254,33,2967,8910,5
Problem12,malha3,27508,25,5537,90,14068,15566,96,2175,2254,71,6340,8910,5
Problem10,malha1,99,6,701,55,1278,2317,50,214,421,23,320,1369,5
Problem10,malha2,7920,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,633600,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,99,5,1186,46,1794,3866,44,261,588,16,374,2227,7
Problem11,malha2,7920,15,1186,62,2431,3866,62,370,588,32,724,2227,7
Problem11,malha3,633600,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,99,3,5537,42,6689,15566,38,875,2254,11,1061,8910,5
Problem12,malha2,7920,23,5537,87,13563,15566,90,2031,2254,62,5565,8910,5
Problem12,malha3,633600,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,37,7,701,42,983,2317,46,196,421,18,255,1369,5
Problem10,malha2,2479,15,701,77,1794,2317,76,324,421,49,680,1369,5
Problem10,malha3,166093,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,37,4,1186,38,1477,3866,40,237,588,13,302,2227,7
Problem11,malha2,2479,15,1186,61,2386,3866,62,368,588,31,711,2227,7
Problem11,malha3,166093,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,37,0,5537,33,5176,15566,35,789,2254,9,843,8910,5
Problem12,malha2,2479,18,5537,79,12401,15566,76,1721,2254,46,4135,8910,5
Problem12,malha3,166093,25,5537,90,14152,15566,96,2179,2254,72,6481,8910,5
Problem10,malha1,30,4,701,48,1131,2317,44,186,421,17,236,1369,5
Problem10,malha2,930,15,701,0,0,2317,0,0,421,0,0,1369,5
Problem10,malha3,27930,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,30,2,1186,47,1820,3866,46,273,588,17,398,2227,7
Problem11,malha2,930,12,1186,0,0,3866,0,0,588,0,0,2227,7
Problem11,malha3,27930,15,1186,62,2419,3866,62,370,588,32,722,2227,7
Problem12,malha1,30,0,5537,32,5073,15566,34,770,2254,9,826,8910,5
Problem12,malha2,930,6,5537,68,10612,15566,55,1261,2254,26,2364,8910,5
Problem12,malha3,27930,25,5537,86,13424,15566,88,1995,2254,59,5342,8910,5
Problem10,malha1,15,1,701,41,970,2317,39,166,421,14,192,1369,5
Problem10,malha2,435,15,701,72,1685,2317,68,290,421,40,554,1369,5
Problem10,malha3,12195,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,15,3,1186,51,2005,3866,51,303,588,22,501,2227,7
Problem11,malha2,435,11,1186,58,2274,3866,59,351,588,29,655,2227,7
Problem11,malha3,12195,15,1186,60,2340,3866,60,356,588,30,674,2227,7
Problem12,malha1,15,1,5537,52,8165,15566,42,957,2254,15,1340,8910,5
Problem12,malha2,435,5,5537,62,9765,15566,52,1189,2254,23,2108,8910,5
Problem12,malha3,12195,24,5537,77,12120,15566,71,1614,2254,41,3733,8910,5
Problem10,malha1,91,7,701,56,1299,2317,49,210,421,22,305,1369,5
Problem10,malha2,5642,15,701,77,1807,2317,77,328,421,51,703,1369,5
Problem10,malha3,344253,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,91,7,1186,44,1721,3866,44,263,588,16,377,2227,7
Problem11,malha2,5642,15,1186,62,2432,3866,62,370,588,32,725,2227,7
Problem11,malha3,344253,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,91,3,5537,45,7025,15566,36,830,2254,11,1006,8910,5
Problem12,malha2,5642,24,5537,86,13399,15566,87,1971,2254,58,5225,8910,5
Problem12,malha3,344253,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,13,1,701,35,819,2317,39,166,421,13,185,1369,5
Problem10,malha2,1040,14,701,75,1754,2317,74,314,421,46,636,1369,5
Problem10,malha3,82173,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,13,2,1186,25,983,3866,32,190,588,9,205,2227,7
Problem11,malha2,1040,12,1186,58,2275,3866,58,342,588,28,635,2227,7
Problem11,malha3,82173,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,13,1,5537,27,4319,15566,32,734,2254,8,763,8910,5
Problem12,malha2,1040,10,5537,72,11243,15566,62,1401,2254,32,2875,8910,5
Problem12,malha3,82173,25,5537,90,14148,15566,96,2179,2254,72,6478,8910,5
Problem10,malha1,82,4,701,53,1242,2317,46,194,421,19,266,1369,5
Problem10,malha2,6232,15,701,77,1806,2317,77,328,421,51,703,1369,5
Problem10,malha3,467482,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,82,8,1186,47,1828,3866,45,267,588,17,395,2227,7
Problem11,malha2,6232,15,1186,62,2405,3866,62,370,588,32,725,2227,7
Problem11,malha3,467482,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,82,1,5537,39,6080,15566,37,836,2254,11,981,8910,5
Problem12,malha2,6232,22,5537,86,13476,15566,88,1999,2254,60,5391,8910,5
Problem12,malha3,467482,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,9,0,701,28,657,2317,35,151,421,11,155,1369,5
Problem10,malha2,333,11,701,70,1622,2317,64,272,421,35,483,1369,5
Problem10,malha3,11997,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,9,2,1186,25,984,3866,34,202,588,9,215,2227,7
Problem11,malha2,333,9,1186,54,2088,3866,52,311,588,23,534,2227,7
Problem11,malha3,11997,15,1186,63,2447,3866,62,370,588,32,731,2227,7
Problem12,malha1,9,0,5537,23,3631,15566,30,682,2254,7,696,8910,5
Problem12,malha2,333,4,5537,58,9175,15566,46,1056,2254,18,1689,8910,5
Problem12,malha3,11997,25,5537,89,13934,15566,94,2129,2254,67,6024,8910,5
Problem10,malha1,33,3,701,43,1007,2317,43,184,421,17,233,1369,5
Problem10,malha2,1452,15,701,77,1807,2317,77,328,421,51,701,1369,5
Problem10,malha3,62469,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,33,3,1186,34,1327,3866,39,230,588,12,278,2227,7
Problem11,malha2,1452,14,1186,60,2327,3866,60,358,588,30,676,2227,7
Problem11,malha3,62469,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,33,1,5537,36,5722,15566,35,808,2254,9,881,8910,5
Problem12,malha2,1452,13,5537,75,11709,15566,67,1531,2254,37,3342,8910,5
Problem12,malha3,62469,25,5537,90,14133,15566,96,2179,2254,72,6453,8910,5
Problem10,malha1,41,1,701,51,1182,2317,43,184,421,17,242,1369,5
Problem10,malha2,2255,15,701,77,1802,2317,77,328,421,51,699,1369,5
Problem10,malha3,121811,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,41,5,1186,37,1434,3866,39,232,588,13,291,2227,7
Problem11,malha2,2255,15,1186,62,2401,3866,62,370,588,32,718,2227,7
Problem11,malha3,121811,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,41,0,5537,34,5435,15566,35,809,2254,9,889,8910,5
Problem12,malha2,2255,15,5537,78,12223,15566,72,1627,2254,42,3800,8910,5
Problem12,malha3,121811,25,5537,90,14153,15566,96,2179,2254,72,6482,8910,5
Problem10,malha1,35,5,701,48,1118,2317,44,186,421,17,242,1369,5
Problem10,malha2,1925,15,701,77,1793,2317,76,324,421,49,681,1369,5
Problem10,malha3,103985,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,35,6,1186,35,1373,3866,39,234,588,12,289,2227,7
Problem11,malha2,1925,14,1186,60,2343,3866,60,358,588,30,683,2227,7
Problem11,malha3,103985,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,35,1,5537,34,5340,15566,34,772,2254,9,843,8910,5
Problem12,malha2,1925,16,5537,77,12120,15566,70,1598,2254,40,3646,8910,5
Problem12,malha3,103985,25,5537,90,14152,15566,96,2179,2254,72,6482,8910,5
Problem10,malha1,93,6,701,61,1418,2317,53,226,421,25,351,1369,5
Problem10,malha2,2883,15,701,77,1802,2317,77,328,421,50,698,1369,5
Problem10,malha3,86583,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,93,7,1186,46,1793,3866,45,268,588,17,396,2227,7
Problem11,malha2,2883,15,1186,60,2348,3866,61,362,588,30,690,2227,7
Problem11,malha3,86583,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,93,1,5537,44,6859,15566,38,861,2254,11,1047,8910,5
Problem12,malha2,2883,19,5537,81,12609,15566,78,1765,2254,48,4306,8910,5
Problem12,malha3,86583,25,5537,90,14152,15566,96,2179,2254,72,6468,8910,5
Problem10,malha1,12,1,701,35,821,2317,38,160,421,12,175,1369,5
Problem10,malha2,1104,15,701,77,1800,2317,77,326,421,49,675,1369,5
Problem10,malha3,100476,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,12,2,1186,27,1064,3866,35,207,588,10,225,2227,7
Problem11,malha2,1104,11,1186,58,2272,3866,58,342,588,27,620,2227,7
Problem11,malha3,100476,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,12,0,5537,21,3292,15566,29,664,2254,7,680,8910,5
Problem12,malha2,1104,11,5537,71,11170,15566,62,1404,2254,32,2896,8910,5
Problem12,malha3,100476,25,5537,90,14155,15566,96,2179,2254,72,6480,8910,5
Problem10,malha1,73,6,701,60,1402,2317,50,214,421,23,322,1369,5
Problem10,malha2,1606,14,701,77,1799,2317,76,324,421,50,687,1369,5
Problem10,malha3,33799,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,73,5,1186,41,1601,3866,41,242,588,14,328,2227,7
Problem11,malha2,1606,15,1186,59,2315,3866,60,355,588,30,678,2227,7
Problem11,malha3,33799,15,1186,63,2446,3866,62,370,588,32,729,2227,7
Problem12,malha1,73,1,5537,38,5973,15566,37,849,2254,11,999,8910,5
Problem12,malha2,1606,14,5537,75,11784,15566,68,1539,2254,38,3429,8910,5
Problem12,malha3,33799,25,5537,90,14108,15566,96,2179,2254,71,6391,8910,5
Problem10,malha1,5,0,701,29,684,2317,33,142,421,10,146,1369,5
Problem10,malha2,205,9,701,68,1587,2317,62,262,421,33,458,1369,5
Problem10,malha3,8205,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,5,0,1186,21,825,3866,30,178,588,8,183,2227,7
Problem11,malha2,205,9,1186,51,1995,3866,50,299,588,21,488,2227,7
Problem11,malha3,8205,15,1186,63,2445,3866,62,370,588,32,728,2227,7
Problem12,malha1,5,0,5537,22,3499,15566,31,718,2254,8,725,8910,5
Problem12,malha2,205,1,5537,48,7556,15566,40,903,2254,13,1226,8910,5
Problem12,malha3,8205,23,5537,87,13692,15566,91,2061,2254,63,5653,8910,5
Problem10,malha1,64,5,701,54,1255,2317,48,204,421,21,292,1369,5
Problem10,malha2,5120,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,404544,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,64,6,1186,42,1636,3866,42,250,588,15,339,2227,7
Problem11,malha2,5120,15,1186,62,2422,3866,62,368,588,32,717,2227,7
Problem11,malha3,404544,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,64,2,5537,37,5845,15566,35,793,2254,10,915,8910,5
Problem12,malha2,5120,20,5537,84,13206,15566,85,1919,2254,56,5013,8910,5
Problem12,malha3,404544,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,31,3,701,44,1042,2317,43,182,421,16,226,1369,5
Problem10,malha2,2201,15,701,77,1803,2317,77,328,421,50,695,1369,5
Problem10,malha3,154101,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,31,4,1186,34,1352,3866,36,212,588,11,262,2227,7
Problem11,malha2,2201,14,1186,62,2412,3866,62,366,588,31,710,2227,7
Problem11,malha3,154101,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,31,1,5537,28,4512,15566,34,788,2254,9,840,8910,5
Problem12,malha2,2201,10,5537,78,12216,15566,72,1641,2254,42,3831,8910,5
Problem12,malha3,154101,25,5537,90,14155,15566,96,2179,2254,72,6483,8910,5
Problem10,malha1,16,1,701,47,1089,2317,40,172,421,14,201,1369,5
Problem10,malha2,336,9,701,69,1617,2317,65,274,421,35,492,1369,5
Problem10,malha3,6736,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,16,2,1186,34,1337,3866,36,217,588,11,250,2227,7
Problem11,malha2,336,11,1186,54,2114,3866,54,321,588,24,553,2227,7
Problem11,malha3,6736,15,1186,62,2434,3866,62,370,588,32,726,2227,7
Problem12,malha1,16,0,5537,29,4527,15566,34,773,2254,8,800,8910,5
Problem12,malha2,336,3,5537,60,9451,15566,47,1081,2254,19,1731,8910,5
Problem12,malha3,6736,24,5537,87,13598,15566,89,2021,2254,61,5510,8910,5
Problem10,malha1,83,3,701,61,1421,2317,49,210,421,22,306,1369,5
Problem10,malha2,1992,15,701,77,1800,2317,77,328,421,50,693,1369,5
Problem10,malha3,45899,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,83,9,1186,45,1746,3866,44,264,588,17,390,2227,7
Problem11,malha2,1992,13,1186,60,2354,3866,60,358,588,30,681,2227,7
Problem11,malha3,45899,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,83,0,5537,41,6461,15566,36,816,2254,11,986,8910,5
Problem12,malha2,1992,13,5537,77,12033,15566,71,1617,2254,42,3744,8910,5
Problem12,malha3,45899,25,5537,90,14113,15566,96,2179,2254,72,6416,8910,5
Problem10,malha1,21,3,701,39,908,2317,40,170,421,14,202,1369,5
Problem10,malha2,1470,15,701,77,1787,2317,76,320,421,49,674,1369,5
Problem10,malha3,101451,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,21,3,1186,28,1111,3866,35,211,588,10,238,2227,7
Problem11,malha2,1470,14,1186,60,2342,3866,61,362,588,30,689,2227,7
Problem11,malha3,101451,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,21,0,5537,27,4243,15566,34,767,2254,8,797,8910,5
Problem12,malha2,1470,14,5537,75,11724,15566,66,1497,2254,36,3277,8910,5
Problem12,malha3,101451,25,5537,90,14153,15566,96,2179,2254,72,6474,8910,5
Problem10,malha1,86,9,701,60,1413,2317,55,232,421,26,363,1369,5
Problem10,malha2,4988,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,284402,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,86,10,1186,47,1825,3866,47,280,588,18,413,2227,7
Problem11,malha2,4988,15,1186,62,2428,3866,62,370,588,32,721,2227,7
Problem11,malha3,284402,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,86,2,5537,42,6583,15566,37,855,2254,11,1040,8910,5
Problem12,malha2,4988,19,5537,84,13199,15566,85,1917,2254,56,4994,8910,5
Problem12,malha3,284402,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,2,0,701,18,430,2317,27,116,421,8,117,1369,5
Problem10,malha2,36,4,701,50,1174,2317,45,190,421,18,257,1369,5
Problem10,malha3,614,14,701,76,1767,2317,76,320,421,46,643,1369,5
Problem11,malha1,2,0,1186,11,442,3866,19,112,588,5,113,2227,7
Problem11,malha2,36,5,1186,36,1412,3866,38,229,588,12,285,2227,7
Problem11,malha3,614,13,1186,58,2255,3866,58,343,588,28,638,2227,7
Problem12,malha1,2,0,5537,12,1902,15566,26,608,2254,6,608,8910,5
Problem12,malha2,36,1,5537,37,5778,15566,35,800,2254,9,889,8910,5
Problem12,malha3,614,8,5537,65,10248,15566,54,1227,2254,25,2234,8910,5
Problem10,malha1,90,6,701,60,1398,2317,53,224,421,25,349,1369,5
Problem10,malha2,8010,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,704970,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,90,8,1186,43,1666,3866,44,262,588,16,371,2227,7
Problem11,malha2,8010,15,1186,62,2429,3866,62,370,588,32,725,2227,7
Problem11,malha3,704970,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,90,1,5537,43,6812,15566,37,841,2254,11,1019,8910,5
Problem12,malha2,8010,23,5537,87,13680,15566,91,2061,2254,63,5672,8910,5
Problem12,malha3,704970,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,71,8,701,54,1263,2317,50,212,421,22,302,1369,5
Problem10,malha2,5680,15,701,77,1806,2317,77,328,421,51,703,1369,5
Problem10,malha3,448791,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,71,5,1186,40,1551,3866,40,238,588,14,323,2227,7
Problem11,malha2,5680,15,1186,62,2426,3866,62,370,588,32,725,2227,7
Problem11,malha3,448791,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,71,4,5537,42,6682,15566,37,841,2254,11,986,8910,5
Problem12,malha2,5680,19,5537,85,13287,15566,85,1927,2254,56,5037,8910,5
Problem12,malha3,448791,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,79,5,701,54,1262,2317,48,204,421,21,295,1369,5
Problem10,malha2,6004,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,450379,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,79,6,1186,45,1745,3866,43,254,588,16,358,2227,7
Problem11,malha2,6004,15,1186,63,2440,3866,62,370,588,32,724,2227,7
Problem11,malha3,450379,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,79,1,5537,45,7138,15566,37,856,2254,11,1046,8910,5
Problem12,malha2,6004,21,5537,86,13487,15566,88,1997,2254,60,5382,8910,5
Problem12,malha3,450379,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,29,2,701,46,1073,2317,42,180,421,16,223,1369,5
Problem10,malha2,348,12,701,72,1689,2317,70,298,421,41,569,1369,5
Problem10,malha3,3857,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,29,3,1186,32,1272,3866,37,219,588,11,252,2227,7
Problem11,malha2,348,10,1186,51,1989,3866,52,307,588,23,522,2227,7
Problem11,malha3,3857,15,1186,62,2411,3866,62,370,588,32,718,2227,7
Problem12,malha1,29,0,5537,26,4114,15566,30,680,2254,8,718,8910,5
Problem12,malha2,348,7,5537,59,9302,15566,47,1076,2254,19,1737,8910,5
Problem12,malha3,3857,22,5537,84,13084,15566,83,1883,2254,54,4870,8910,5
Problem10,malha1,83,7,701,59,1386,2317,52,222,421,24,341,1369,5
Problem10,malha2,2573,15,701,77,1800,2317,77,326,421,50,693,1369,5
Problem10,malha3,77273,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,83,6,1186,42,1632,3866,42,250,588,15,337,2227,7
Problem11,malha2,2573,14,1186,61,2389,3866,61,362,588,31,702,2227,7
Problem11,malha3,77273,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,83,1,5537,40,6305,15566,35,810,2254,10,965,8910,5
Problem12,malha2,2573,15,5537,80,12508,15566,75,1707,2254,46,4127,8910,5
Problem12,malha3,77273,25,5537,90,14151,15566,96,2179,2254,72,6472,8910,5
Problem10,malha1,33,4,701,41,953,2317,43,182,421,16,223,1369,5
Problem10,malha2,1122,15,701,76,1772,2317,75,318,421,47,650,1369,5
Problem10,malha3,37059,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,33,4,1186,34,1327,3866,39,230,588,12,277,2227,7
Problem11,malha2,1122,14,1186,59,2294,3866,59,351,588,29,661,2227,7
Problem11,malha3,37059,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,33,0,5537,31,4830,15566,35,790,2254,9,842,8910,5
Problem12,malha2,1122,11,5537,71,11169,15566,61,1395,2254,32,2874,8910,5
Problem12,malha3,37059,25,5537,90,14124,15566,96,2179,2254,72,6416,8910,5
Problem10,malha1,84,5,701,58,1350,2317,49,208,421,21,296,1369,5
Problem10,malha2,336,12,701,70,1636,2317,64,272,421,35,487,1369,5
Problem10,malha3,1092,15,701,77,1787,2317,77,326,421,48,668,1369,5
Problem11,malha1,84,7,1186,44,1703,3866,44,259,588,16,374,2227,7
Problem11,malha2,336,11,1186,55,2154,3866,53,316,588,24,545,2227,7
Problem11,malha3,1092,15,1186,59,2294,3866,59,351,588,29,657,2227,7
Problem12,malha1,84,0,5537,44,6865,15566,38,861,2254,11,1038,8910,5
