problema,malha,tamanho_da_malha,numero_defeitos,LOC,cobertura_condicao,requisitos_cobertos_condicao,total_de_requistos_condicao,cobertura_decisao,requisitos_cobertos_decisao,total_de_requistos_decisao,cobertura_mcdc,requisitos_cobertos_mcdc,total_de_requistos_mcdc,numero_de_condicoes
Problem5,malha3,29744,1,11162,64,25924,40342,59,3270,5508,32,7451,22925,8
Problem4,malha1,25,0,4846,18,3737,20354,32,790,2452,7,801,11403,8
Problem4,malha2,125,0,4846,30,6288,20354,34,856,2452,8,978,11403,8
Problem4,malha3,625,0,4846,39,7986,20354,39,968,2452,11,1320,11403,8
Problem5,malha1,25,0,11162,25,10358,40342,30,1701,5508,7,1740,22925,8
Problem5,malha2,125,0,11162,38,15355,40342,32,1785,5508,8,1983,22925,8
Problem5,malha3,625,0,11162,44,18093,40342,37,2043,5508,12,2769,22925,8
Problem4,malha1,18,0,4846,23,4857,20354,32,798,2452,7,823,11403,8
Problem4,malha2,1368,0,4846,44,9141,20354,42,1036,2452,13,1560,11403,8
Problem4,malha3,103968,0,4846,65,13348,20354,64,1590,2452,32,3677,11403,8
Problem5,malha1,18,0,11162,26,10888,40342,30,1701,5508,7,1739,22925,8
Problem5,malha2,1368,0,11162,52,21048,40342,42,2335,5508,16,3813,22925,8
Problem5,malha3,103968,0,11162,65,26443,40342,61,3412,5508,35,8051,22925,8
Problem4,malha1,38,0,4846,24,5082,20354,33,814,2452,7,859,11403,8
Problem4,malha2,3420,0,4846,52,10700,20354,47,1158,2452,17,2012,11403,8
Problem4,malha3,307800,0,4846,68,13926,20354,68,1678,2452,35,4049,11403,8
Problem5,malha1,38,0,11162,28,11573,40342,31,1714,5508,7,1776,22925,8
Problem5,malha2,3420,0,11162,56,22937,40342,47,2594,5508,20,4745,22925,8
Problem5,malha3,307800,6,11162,66,27004,40342,63,3507,5508,36,8401,22925,8
Problem4,malha1,31,0,4846,27,5566,20354,33,816,2452,7,862,11403,8
Problem4,malha2,0,0,4846,0,2,20354,0,2,2452,0,2,11403,8
Problem4,malha3,0,0,4846,0,2,20354,0,2,2452,0,2,11403,8
Problem5,malha1,31,0,11162,22,9188,40342,30,1694,5508,7,1731,22925,8
Problem5,malha2,0,0,11162,0,2,40342,0,2,5508,0,2,22925,8
Problem5,malha3,0,0,11162,0,2,40342,0,2,5508,0,2,22925,8
Problem4,malha1,34,0,4846,23,4750,20354,33,812,2452,7,860,11403,8
Problem4,malha2,2244,0,4846,49,10104,20354,45,1106,2452,15,1798,11403,8
Problem4,malha3,148104,0,4846,66,13618,20354,65,1612,2452,33,3777,11403,8
Problem5,malha1,34,0,11162,23,9572,40342,30,1700,5508,7,1742,22925,8
Problem5,malha2,2244,0,11162,54,21883,40342,44,2462,5508,18,4268,22925,8
Problem5,malha3,148104,1,11162,65,26493,40342,61,3413,5508,35,8068,22925,8
Problem4,malha1,63,0,4846,28,5782,20354,33,832,2452,7,908,11403,8
Problem4,malha2,0,0,4846,0,2,20354,0,2,2452,0,2,11403,8
Problem4,malha3,0,0,4846,0,2,20354,0,2,2452,0,2,11403,8
Problem5,malha1,63,0,11162,30,12303,40342,31,1747,5508,8,1872,22925,8
Problem5,malha2,0,0,11162,0,2,40342,0,2,5508,0,2,22925,8
Problem5,malha3,0,0,11162,0,2,40342,0,2,5508,0,2,22925,8
Problem4,malha1,74,0,4846,28,5857,20354,33,832,2452,8,918,11403,8
Problem4,malha2,2590,0,4846,51,10447,20354,46,1142,2452,16,1927,11403,8
Problem4,malha3,90650,0,4846,65,13304,20354,63,1566,2452,31,3581,11403,8
Problem5,malha1,74,0,11162,30,12390,40342,31,1750,5508,8,1882,22925,8
Problem5,malha2,2590,0,11162,55,22416,40342,45,2499,5508,19,4416,22925,8
Problem5,malha3,90650,0,11162,65,26240,40342,60,3359,5508,34,7846,22925,8
Problem4,malha1,26,0,4846,18,3674,20354,32,796,2452,7,815,11403,8
Problem4,malha2,754,0,4846,42,8639,20354,39,974,2452,11,1347,11403,8
Problem4,malha3,21866,0,4846,59,12207,20354,57,1414,2452,25,2948,11403,8
Problem5,malha1,26,0,11162,26,10669,40342,31,1710,5508,7,1763,22925,8
Problem5,malha2,754,0,11162,48,19484,40342,38,2114,5508,13,3023,22925,8
Problem5,malha3,21866,0,11162,63,25545,40342,57,3158,5508,30,7000,22925,8
Problem4,malha1,84,0,4846,29,6104,20354,34,842,2452,8,941,11403,8
Problem4,malha2,2268,0,4846,46,9522,20354,43,1066,2452,14,1660,11403,8
Problem4,malha3,61236,0,4846,64,13125,20354,62,1530,2452,30,3471,11403,8
Problem5,malha1,84,0,11162,33,13339,40342,31,1754,5508,8,1892,22925,8
Problem5,malha2,2268,0,11162,53,21560,40342,44,2446,5508,18,4192,22925,8
Problem5,malha3,61236,1,11162,65,26367,40342,61,3363,5508,34,7838,22925,8
Problem4,malha1,96,0,4846,28,5825,20354,34,840,2452,8,936,11403,8
Problem4,malha2,2880,0,4846,45,9311,20354,44,1098,2452,15,1760,11403,8
Problem4,malha3,86400,0,4846,64,13144,20354,63,1552,2452,30,3524,11403,8
Problem5,malha1,96,0,11162,34,14045,40342,32,1788,5508,8,1979,22925,8
Problem5,malha2,2880,0,11162,55,22319,40342,46,2540,5508,19,4529,22925,8
Problem5,malha3,86400,0,11162,65,26375,40342,61,3380,5508,34,7915,22925,8
Problem4,malha1,66,0,4846,28,5848,20354,33,832,2452,7,902,11403,8
Problem4,malha2,6006,0,4846,53,10954,20354,50,1236,2452,19,2261,11403,8
Problem4,malha3,546546,0,4846,70,14304,20354,71,1752,2452,37,4333,11403,8
Problem5,malha1,66,0,11162,30,12149,40342,31,1740,5508,8,1854,22925,8
Problem5,malha2,6006,0,11162,59,24142,40342,51,2851,5508,25,5745,22925,8
Problem5,malha3,546546,8,11162,67,27089,40342,63,3522,5508,36,8466,22925,8
Problem4,malha1,96,0,4846,29,5995,20354,34,842,2452,8,944,11403,8
Problem4,malha2,9024,0,4846,55,11270,20354,52,1278,2452,21,2418,11403,8
Problem4,malha3,848256,0,4846,70,14387,20354,72,1768,2452,38,4400,11403,8
Problem5,malha1,96,0,11162,31,12573,40342,31,1744,5508,8,1869,22925,8
Problem5,malha2,9024,0,11162,60,24608,40342,53,2961,5508,26,6168,22925,8
Problem5,malha3,848256,14,11162,67,27300,40342,64,3564,5508,37,8619,22925,8
Problem4,malha1,1,0,4846,0,203,20354,2,69,2452,0,69,11403,8
Problem4,malha2,87,0,4846,27,5629,20354,34,836,2452,8,924,11403,8
Problem4,malha3,7569,0,4846,56,11554,20354,52,1294,2452,21,2467,11403,8
Problem5,malha1,1,0,11162,2,1132,40342,6,358,5508,1,358,22925,8
Problem5,malha2,87,0,11162,31,12886,40342,31,1745,5508,8,1873,22925,8
Problem5,malha3,7569,0,11162,60,24332,40342,52,2897,5508,25,5916,22925,8
Problem4,malha1,37,0,4846,25,5149,20354,33,812,2452,7,852,11403,8
Problem4,malha2,185,0,4846,31,6453,20354,35,870,2452,8,1017,11403,8
Problem4,malha3,925,0,4846,40,8315,20354,40,994,2452,12,1404,11403,8
Problem5,malha1,37,0,11162,26,10721,40342,31,1711,5508,7,1773,22925,8
Problem5,malha2,185,0,11162,36,14767,40342,32,1809,5508,8,2047,22925,8
Problem5,malha3,925,0,11162,49,20028,40342,39,2197,5508,14,3308,22925,8
Problem4,malha1,0,0,4846,0,2,20354,0,2,2452,0,2,11403,8
Problem4,malha2,0,0,4846,0,2,20354,0,2,2452,0,2,11403,8
Problem4,malha3,0,0,4846,0,2,20354,0,2,2452,0,2,11403,8
Problem5,malha1,0,0,11162,0,2,40342,0,2,5508,0,2,22925,8
Problem5,malha2,0,0,11162,0,2,40342,0,2,5508,0,2,22925,8
Problem5,malha3,0,0,11162,0,2,40342,0,2,5508,0,2,22925,8
Problem4,malha1,72,0,4846,33,6811,20354,34,838,2452,8,929,11403,8
Problem4,malha2,3312,0,4846,49,10167,20354,46,1144,2452,17,1947,11403,8
Problem4,malha3,152352,0,4846,66,13629,20354,65,1604,2452,32,3748,11403,8
Problem5,malha1,72,0,11162,33,13497,40342,31,1761,5508,8,1905,22925,8
Problem5,malha2,3312,0,11162,55,22565,40342,47,2598,5508,20,4762,22925,8
Problem5,malha3,152352,1,11162,65,26578,40342,62,3436,5508,35,8144,22925,8
Problem4,malha1,94,0,4846,30,6152,20354,34,842,2452,8,939,11403,8
Problem4,malha2,376,0,4846,36,7416,20354,36,906,2452,9,1134,11403,8
Problem4,malha3,1504,0,4846,48,9838,20354,43,1078,2452,15,1719,11403,8
Problem5,malha1,94,0,11162,32,13292,40342,32,1765,5508,8,1916,22925,8
Problem5,malha2,376,0,11162,42,16994,40342,35,1942,5508,10,2444,22925,8
Problem5,malha3,1504,0,11162,53,21453,40342,42,2353,5508,16,3853,22925,8
Problem4,malha1,0,0,4846,0,2,20354,0,2,2452,0,2,11403,8
Problem4,malha2,0,0,4846,0,2,20354,0,2,2452,0,2,11403,8
Problem4,malha3,0,0,4846,0,2,20354,0,2,2452,0,2,11403,8
Problem5,malha1,0,0,11162,0,2,40342,0,2,5508,0,2,22925,8
Problem5,malha2,0,0,11162,0,2,40342,0,2,5508,0,2,22925,8
Problem5,malha3,0,0,11162,0,2,40342,0,2,5508,0,2,22925,8
Problem4,malha1,65,0,4846,28,5743,20354,33,832,2452,7,909,11403,8
Problem4,malha2,5330,0,4846,53,10854,20354,49,1220,2452,19,2217,11403,8
Problem4,malha3,437060,0,4846,68,14042,20354,69,1708,2452,36,4156,11403,8
Problem5,malha1,65,0,11162,32,13290,40342,31,1753,5508,8,1880,22925,8
Problem5,malha2,5330,0,11162,59,23840,40342,50,2769,5508,23,5447,22925,8
Problem5,malha3,437060,10,11162,67,27155,40342,64,3533,5508,37,8492,22925,8
Problem4,malha1,81,0,4846,28,5768,20354,34,840,2452,8,936,11403,8
Problem4,malha2,2592,0,4846,47,9584,20354,46,1128,2452,16,1875,11403,8
Problem4,malha3,82944,0,4846,64,13210,20354,63,1554,2452,30,3521,11403,8
Problem5,malha1,81,0,11162,31,12767,40342,31,1758,5508,8,1903,22925,8
Problem5,malha2,2592,0,11162,56,22641,40342,46,2548,5508,20,4590,22925,8
Problem5,malha3,82944,2,11162,65,26412,40342,61,3385,5508,34,7951,22925,8
Problem4,malha1,49,0,4846,26,5378,20354,33,816,2452,7,873,11403,8
Problem4,malha2,343,0,4846,37,7538,20354,38,934,2452,10,1213,11403,8
Problem4,malha3,2401,0,4846,48,9789,20354,44,1094,2452,15,1774,11403,8
Problem5,malha1,49,0,11162,28,11558,40342,31,1723,5508,7,1808,22925,8
Problem5,malha2,343,0,11162,42,17082,40342,35,1958,5508,10,2500,22925,8
Problem5,malha3,2401,0,11162,55,22218,40342,45,2490,5508,19,4360,22925,8
Problem4,malha1,14,0,4846,20,4133,20354,32,798,2452,7,823,11403,8
Problem4,malha2,224,0,4846,34,6928,20354,35,876,2452,9,1032,11403,8
Problem4,malha3,3584,0,4846,51,10552,20354,47,1176,2452,17,2031,11403,8
Problem5,malha1,14,0,11162,24,9986,40342,30,1685,5508,7,1705,22925,8
Problem5,malha2,224,0,11162,39,16097,40342,34,1892,5508,9,2288,22925,8
Problem5,malha3,3584,0,11162,56,22874,40342,48,2647,5508,21,4965,22925,8
Problem4,malha1,73,0,4846,27,5630,20354,33,826,2452,7,893,11403,8
Problem4,malha2,6351,0,4846,52,10746,20354,50,1230,2452,19,2240,11403,8
Problem4,malha3,552537,0,4846,69,14210,20354,71,1744,2452,37,4299,11403,8
Problem5,malha1,73,0,11162,30,12305,40342,31,1753,5508,8,1876,22925,8
Problem5,malha2,6351,1,11162,60,24324,40342,51,2863,5508,25,5799,22925,8
Problem5,malha3,552537,7,11162,67,27076,40342,63,3517,5508,36,8456,22925,8
Problem4,malha1,87,0,4846,30,6261,20354,34,850,2452,8,960,11403,8
Problem4,malha2,5655,0,4846,52,10731,20354,49,1202,2452,18,2140,11403,8
Problem4,malha3,367575,0,4846,69,14087,20354,69,1706,2452,36,4151,11403,8
Problem5,malha1,87,0,11162,32,13217,40342,32,1774,5508,8,1936,22925,8
Problem5,malha2,5655,0,11162,58,23722,40342,50,2800,5508,24,5592,22925,8
Problem5,malha3,367575,4,11162,66,26877,40342,63,3475,5508,36,8310,22925,8
Problem4,malha1,98,0,4846,29,5962,20354,34,842,2452,8,936,11403,8
Problem4,malha2,1764,0,4846,44,9062,20354,43,1068,2452,14,1653,11403,8
Problem4,malha3,31752,0,4846,61,12531,20354,58,1432,2452,26,3041,11403,8
Problem5,malha1,98,0,11162,34,13787,40342,32,1791,5508,8,1972,22925,8
Problem5,malha2,1764,0,11162,52,21237,40342,43,2380,5508,17,3986,22925,8
Problem5,malha3,31752,0,11162,63,25775,40342,58,3247,5508,32,7363,22925,8
Problem4,malha1,80,0,4846,26,5358,20354,33,828,2452,7,895,11403,8
Problem4,malha2,3760,0,4846,50,10276,20354,47,1166,2452,17,2010,11403,8
Problem4,malha3,176720,0,4846,67,13685,20354,66,1626,2452,33,3841,11403,8
Problem5,malha1,80,0,11162,31,12667,40342,31,1751,5508,8,1885,22925,8
Problem5,malha2,3760,0,11162,57,23132,40342,48,2648,5508,21,4999,22925,8
Problem5,malha3,176720,0,11162,65,26556,40342,62,3445,5508,35,8184,22925,8
Problem4,malha1,15,0,4846,18,3754,20354,32,794,2452,7,808,11403,8
Problem4,malha2,1305,0,4846,45,9356,20354,42,1050,2452,14,1618,11403,8
Problem4,malha3,113535,0,4846,65,13428,20354,64,1590,2452,32,3676,11403,8
Problem5,malha1,15,0,11162,23,9386,40342,30,1686,5508,7,1711,22925,8
Problem5,malha2,1305,0,11162,49,20003,40342,40,2212,5508,14,3361,22925,8
Problem5,malha3,113535,2,11162,65,26532,40342,62,3420,5508,35,8084,22925,8
Problem4,malha1,70,0,4846,33,6758,20354,34,838,2452,8,919,11403,8
Problem4,malha2,2870,0,4846,49,10168,20354,46,1132,2452,16,1889,11403,8
Problem4,malha3,117670,0,4846,65,13326,20354,64,1580,2452,31,3645,11403,8
Problem5,malha1,70,0,11162,32,12948,40342,31,1762,5508,8,1903,22925,8
Problem5,malha2,2870,0,11162,55,22535,40342,46,2548,5508,19,4560,22925,8
Problem5,malha3,117670,2,11162,65,26481,40342,61,3411,5508,35,8046,22925,8
Problem4,malha1,27,0,4846,25,5282,20354,33,814,2452,7,859,11403,8
Problem4,malha2,1647,0,4846,45,9291,20354,43,1058,2452,14,1628,11403,8
Problem4,malha3,100467,0,4846,66,13515,20354,65,1602,2452,32,3737,11403,8
Problem5,malha1,27,0,11162,23,9663,40342,30,1698,5508,7,1741,22925,8
Problem5,malha2,1647,0,11162,51,20598,40342,41,2312,5508,16,3714,22925,8
Problem5,malha3,100467,0,11162,65,26427,40342,61,3408,5508,35,8039,22925,8
Problem4,malha1,60,0,4846,30,6153,20354,33,830,2452,7,897,11403,8
Problem4,malha2,3180,0,4846,49,9992,20354,44,1102,2452,15,1774,11403,8
Problem4,malha3,168540,0,4846,66,13529,20354,65,1606,2452,32,3737,11403,8
Problem5,malha1,60,0,11162,35,14200,40342,31,1751,5508,8,1877,22925,8
Problem5,malha2,3180,0,11162,56,22886,40342,47,2613,5508,20,4786,22925,8
Problem5,malha3,168540,1,11162,65,26573,40342,62,3438,5508,35,8145,22925,8
Problem4,malha1,29,0,4846,22,4643,20354,32,806,2452,7,836,11403,8
Problem4,malha2,2668,0,4846,51,10584,20354,46,1142,2452,16,1932,11403,8
Problem4,malha3,245456,0,4846,67,13836,20354,67,1660,2452,34,3973,11403,8
Problem5,malha1,29,0,11162,23,9545,40342,30,1704,5508,7,1750,22925,8
Problem5,malha2,2668,0,11162,55,22455,40342,45,2522,5508,19,4469,22925,8
Problem5,malha3,245456,4,11162,66,26864,40342,63,3487,5508,36,8320,22925,8
Problem4,malha1,60,0,4846,28,5808,20354,33,830,2452,7,897,11403,8
Problem4,malha2,2400,0,4846,45,9261,20354,44,1086,2452,15,1721,11403,8
Problem4,malha3,96000,0,4846,65,13272,20354,63,1564,2452,31,3577,11403,8
Problem5,malha1,60,0,11162,29,11779,40342,31,1736,5508,7,1832,22925,8
Problem5,malha2,2400,0,11162,54,22089,40342,44,2461,5508,18,4269,22925,8
Problem5,malha3,96000,4,11162,65,26548,40342,61,3407,5508,34,8004,22925,8
Problem4,malha1,28,0,4846,21,4311,20354,32,806,2452,7,839,11403,8
Problem4,malha2,812,0,4846,43,8823,20354,41,1016,2452,12,1478,11403,8
Problem4,malha3,23548,0,4846,59,12075,20354,56,1384,2452,24,2845,11403,8
Problem5,malha1,28,0,11162,24,9808,40342,30,1703,5508,7,1744,22925,8
Problem5,malha2,812,0,11162,50,20255,40342,39,2203,5508,14,3336,22925,8
Problem5,malha3,23548,0,11162,63,25655,40342,58,3204,5508,31,7169,22925,8
Problem4,malha1,77,0,4846,29,6066,20354,34,850,2452,8,957,11403,8
Problem4,malha2,6545,0,4846,51,10575,20354,48,1190,2452,18,2101,11403,8
Problem4,malha3,556325,0,4846,70,14414,20354,71,1758,2452,38,4369,11403,8
Problem5,malha1,77,0,11162,32,12993,40342,31,1756,5508,8,1900,22925,8
Problem5,malha2,6545,0,11162,59,24019,40342,51,2817,5508,24,5634,22925,8
Problem5,malha3,556325,11,11162,67,27271,40342,64,3558,5508,37,8596,22925,8
Problem4,malha1,82,0,4846,27,5507,20354,33,832,2452,7,906,11403,8
Problem4,malha2,2952,0,4846,49,10040,20354,45,1124,2452,16,1870,11403,8
Problem4,malha3,106272,0,4846,65,13264,20354,63,1568,2452,31,3614,11403,8
Problem5,malha1,82,0,11162,34,13763,40342,32,1771,5508,8,1933,22925,8
Problem5,malha2,2952,0,11162,56,22639,40342,46,2562,5508,20,4660,22925,8
Problem5,malha3,106272,4,11162,66,26644,40342,62,3422,5508,35,8065,22925,8
Problem4,malha1,22,0,4846,23,4748,20354,32,806,2452,7,845,11403,8
Problem4,malha2,1012,0,4846,42,8651,20354,40,1002,2452,12,1437,11403,8
Problem4,malha3,46552,0,4846,62,12718,20354,60,1490,2452,28,3257,11403,8
Problem5,malha1,22,0,11162,23,9656,40342,30,1694,5508,7,1726,22925,8
Problem5,malha2,1012,0,11162,50,20208,40342,40,2205,5508,14,3348,22925,8
Problem5,malha3,46552,2,11162,64,26157,40342,60,3306,5508,33,7630,22925,8
Problem4,malha1,2,0,4846,8,1827,20354,20,495,2452,4,496,11403,8
Problem4,malha2,58,0,4846,25,5242,20354,33,818,2452,7,868,11403,8
Problem4,malha3,1682,0,4846,49,10108,20354,44,1088,2452,15,1743,11403,8
Problem5,malha1,2,0,11162,8,3404,40342,19,1053,5508,4,1053,22925,8
Problem5,malha2,58,0,11162,29,11741,40342,31,1726,5508,7,1815,22925,8
Problem5,malha3,1682,0,11162,52,21370,40342,42,2354,5508,16,3883,22925,8
Problem4,malha1,67,0,4846,26,5407,20354,33,832,2452,7,905,11403,8
Problem4,malha2,2881,0,4846,49,10103,20354,46,1138,2452,16,1909,11403,8
Problem4,malha3,123883,0,4846,66,13571,20354,65,1610,2452,33,3776,11403,8
Problem5,malha1,67,0,11162,31,12705,40342,31,1748,5508,8,1862,22925,8
Problem5,malha2,2881,0,11162,56,22666,40342,46,2556,5508,20,4624,22925,8
Problem5,malha3,123883,3,11162,66,26666,40342,62,3437,5508,35,8122,22925,8
Problem4,malha1,6,0,4846,16,3375,20354,32,788,2452,6,796,11403,8
Problem4,malha2,240,0,4846,34,7014,20354,36,894,2452,9,1084,11403,8
Problem4,malha3,9600,0,4846,54,11110,20354,51,1272,2452,21,2408,11403,8
Problem5,malha1,6,0,11162,16,6829,40342,30,1674,5508,7,1683,22925,8
Problem5,malha2,240,0,11162,42,17065,40342,34,1903,5508,10,2327,22925,8
Problem5,malha3,9600,0,11162,61,24752,40342,53,2972,5508,27,6237,22925,8
Problem4,malha1,32,0,4846,26,5341,20354,32,808,2452,7,842,11403,8
Problem4,malha2,2912,0,4846,49,10096,20354,46,1134,2452,16,1898,11403,8
Problem4,malha3,264992,0,4846,69,14092,20354,69,1696,2452,36,4110,11403,8
Problem5,malha1,32,0,11162,24,9758,40342,30,1701,5508,7,1749,22925,8
Problem5,malha2,2912,1,11162,56,22828,40342,46,2586,5508,20,4725,22925,8
Problem5,malha3,264992,6,11162,66,26978,40342,63,3492,5508,36,8353,22925,8
Problem4,malha1,63,0,4846,29,6005,20354,33,832,2452,7,910,11403,8
Problem4,malha2,1764,0,4846,46,9480,20354,43,1076,2452,14,1706,11403,8
Problem4,malha3,49392,0,4846,62,12822,20354,60,1484,2452,28,3249,11403,8
Problem5,malha1,63,0,11162,29,12078,40342,31,1734,5508,7,1833,22925,8
Problem5,malha3,49392,0,11162,64,25994,40342,59,3298,5508,33,7573,22925,8
